"","V1","V1.6","V1.5","V1.4","V1.3","deploymentID","V1.2","speciesName","project","subproject","treatment","deploymentName","idType","sequenceID","beginTime","endTime","commonName","age","sex","individuallyIDentifiable","count","fuzzed","begin","end","beginDate","endDate","julianDay","year","month","quarter","actualDateOut","retrievalDate","plotName","plotTreatment","cameraFailureDetails","deploymentNotes","baitType","baitDescription","baitStatus","trails","feature","featureTypeMethodology","detectionDistance","trapNights","tdiff","dayOfDeployment","Binom","AmericanBeaverBinom","AmericanBlackBearBinom","AmericanMinkBinom","AmericanRedSquirrelBinom","AppalachianCottontailBinom","BobcatBinom","CoyoteBinom","DomesticCatBinom","DomesticDogBinom","EasternChipmunkBinom","EasternCottontailBinom","EasternFoxSquirrelBinom","EasternGraySquirrelBinom","EasternSpottedSkunkBinom","EasternWoodratBinom","ElkAkaRedDeerBinom","GreyFoxBinom","LongTailedWeaselBinom","MarshRabbitBinom","NineBandedArmadilloBinom","NorthAmericanOtterBinom","NorthernBobwhiteBinom","NorthernRaccoonBinom","RedFoxBinom","RedWolfBinom","RuffedGrouseBinom","SouthernFlyingSquirrelBinom","StripedSkunkBinom","SwampRabbitBinom","UnknownCanidBinom","UnknownFelidBinom","UnknownFlyingSquirrelBinom","UnknownRabbitHareBinom","UnknownSmallRodentBinom","UnknownSquirrelBinom","VirginiaOpossumBinom","WhiteTailedDeerBinom","WildBoarBinom","WildTurkeyBinom","WoodchuckBinom","V1.1","AmericanBeaver","AmericanBlackBear","AmericanMink","AmericanRedSquirrel","AppalachianCottontail","Bobcat","Coyote","DomesticCat","DomesticDog","EasternChipmunk","EasternCottontail","EasternFoxSquirrel","EasternGraySquirrel","EasternSpottedSkunk","EasternWoodrat","ElkAkaRedDeer","GreyFox","LongTailedWeasel","MarshRabbit","NineBandedArmadillo","NorthAmericanOtter","NorthernBobwhite","NorthernRaccoon","RedFox","RedWolf","RuffedGrouse","SouthernFlyingSquirrel","StripedSkunk","SwampRabbit","UnknownCanid","UnknownFelid","UnknownFlyingSquirrel","UnknownRabbitHare","UnknownSmallRodent","UnknownSquirrel","VirginiaOpossum","WhiteTailedDeer","WildBoar","WildTurkey","Woodchuck","avgPrecip","avgTemp","avgCloud","avgEVI","building100","building200","building300","building400","building500","building600","building700","building800","building900","building1000","distToBuilding","distToStream","streamLength1km","streamLength5km","distToRoad","actualLon","actualLat"
"2684",2684,2684,2684,2684,2684,"d47041",2684,"Camera Trapper","North Carolina's Candid Critters Project","Gates County","","Merchant'sMillpondSP_Trail_2","Researcher","d47041s1","13:38:06","13:38:31","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-16 13:38:06","2018-09-16 13:38:31","2018-09-16","2018-09-16",259,2018,9,3,"2018-09-16","2018-10-07","","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.38022769572371e-05,290.804934123035,30.4411421910352,0.392720639779594,0,1,5,9,17,21,28,34,35,38,118.009763760523,108.0517122854,181.307059881712,12247.292393924,155.161567498023,-76.7052316948644,36.4336670277134
"2685",2685,2685,2685,2685,2685,"d47042",2685,"Camera Trapper","North Carolina's Candid Critters Project","Gates County","","Merchant'sMillpondSP_Forest_18","Researcher","d47042s1","14:07:07","14:07:11","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-16 14:07:07","2018-09-16 14:07:11","2018-09-16","2018-09-16",259,2018,9,3,"2018-09-16","2018-10-07","Large Forest","","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2.26069558930214e-05,290.494881873339,22.4464156580809,0.389029814614737,2,2,6,15,22,24,27,37,46,48,31.0219403999125,253.614067845781,804.053659174127,2172.4931793416,18.1423973978595,-76.699432420868,36.4363673296038
"2686",2686,2686,2686,2686,2686,"d47043",2686,"No Animal","North Carolina's Candid Critters Project","Gates County","","Merchant'sMillpondSP_Forest_8","Researcher","d47043s2","06:38:00","06:38:03","No Animal","Unknown","Unknown","N",1,FALSE,"2018-09-21 07:10:28","2018-09-17 06:38:03","2018-09-17","2018-09-17",260,2018,9,3,"2018-09-16","2018-10-07","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,21,347367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4.64637001407599e-06,288.932843100973,24.5918846507091,0.408061669242062,3,5,10,13,20,32,42,60,70,75,21.5237089343675,389.995447888167,505.510785441185,2172.4931793416,25.929499549798,-76.7006627946889,36.4407370782305
"2687",2687,2687,2687,2687,2687,"d47044",2687,"Camera Trapper","North Carolina's Candid Critters Project","Jackson County","","NantahalaNF_Forest_820","Researcher","d47044s1","11:12:23","11:12:29","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-18 11:12:23","2018-09-18 11:12:29","2018-09-18","2018-09-18",261,2018,9,3,"2018-09-18","2018-10-09","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",7.92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6.39647557284963e-05,292.678784065305,26.8565065206014,0.395385806894035,0,0,0,0,3,7,11,19,31,44,423.180715844388,399.691023862691,1466.38961933054,4580.86449082419,320.236245491937,-83.0191201612975,35.138684303788
"2688",2688,2688,2688,2688,2688,"d47051",2688,"Camera Trapper","North Carolina's Candid Critters Project","Duplin County","","Benton_B_Duplin21","Researcher","d47051s1","14:09:15","14:10:06","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-18 14:09:15","2018-09-18 14:10:06","2018-09-18","2018-09-18",261,2018,9,3,"2018-09-18","2018-10-08","Open","","NULL","This camera has NCCC107 on the outside but the pictures have NCCC106. Final deployment p/u 10/8/2018","No Bait","NULL","no bait","no trails","Not Entered","",9.144,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.000127768645891297,293.61906051202,31.1987507721382,0.397872259431638,0,2,3,4,4,7,11,26,28,32,121.739109692051,448.453414851386,482.72708162585,4555.34014997061,63.2378610620309,-78.1679434571776,34.8015342891877
"2689",2689,2689,2689,2689,2689,"d47052",2689,"Canis familiaris","North Carolina's Candid Critters Project","Orange County","","Cook_D_Orange21","Researcher","d47052s1","09:52:44","09:52:55","Domestic Dog","Unknown","Unknown","N",1,FALSE,"2018-09-29 10:41:22","2018-09-19 09:52:55","2018-09-19","2018-09-19",262,2018,9,3,"2018-09-19","2018-10-10","Small Forest","","NULL","Dimmocks Mill Natural Area, conservation property owned by the Eno River Association.","No Bait","NULL","no bait","no trails","Not Entered","",14,21,154314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1.64752894345535e-05,292.197306746522,36.7813447408202,0.393688207345105,1,5,6,13,28,65,86,111,134,176,93.4338102667029,7.30201426096043,314.595888747991,82.0388939870437,412.45213027262,-79.1280132852032,36.0645356430602
"2690",2690,2690,2690,2690,2690,"d47053",2690,"Ursus americanus","North Carolina's Candid Critters Project","Madison County","","Hunter_M_Madison19","Researcher","d47053s14","10:36:36","10:37:43","American Black Bear","Juvenile","Unknown","N",1,FALSE,"2018-09-20 18:08:28","2018-09-24 10:37:43","2018-09-24","2018-09-24",267,2018,9,3,"2018-09-17","2018-10-15","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",20,28,31293,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7.92337669055361e-05,292.534723964595,30.1796435263945,0.41167590511498,0,2,7,14,25,29,40,49,65,75,175.655338106257,464.806675291318,1689.47771003247,1598.75261604665,212.65728531931,-82.6761879398679,35.8399813698479
"2691",2691,2691,2691,2691,2691,"d47054",2691,"Corvus brachyrhynchos","North Carolina's Candid Critters Project","Madison County","","Kelly_J_Madison8","Researcher","d47054s12","14:59:03","14:59:03","American Crow","Unknown","Unknown","N",1,FALSE,"2018-09-19 11:55:00","2018-09-22 14:59:03","2018-09-22","2018-09-22",265,2018,9,3,"2018-09-15","2018-10-07","Small Forest","","NULL","Camera placed in riparian woods adjacent to fallow pastures","No Bait","NULL","no bait","no trails","Not Entered","",15,22,67261,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6.39980248934229e-05,294.13321184643,32.2214586762915,0.405555007655659,0,1,4,7,8,11,17,24,27,30,119.468208724357,186.641192906381,69.8949765796874,69.8949765796874,229.487020593498,-82.9228883101978,35.7629292338177
"2692",2692,2692,2692,2692,2692,"d47083",2692,"Lynx rufus","North Carolina's Candid Critters Project","Mitchell County","","Pylant_N_Mitchell8","Researcher","d47083s3","20:21:09","20:21:29","Bobcat","Unknown","Unknown","N",1,FALSE,"2018-09-03 07:24:32","2018-08-26 20:21:29","2018-08-26","2018-08-26",238,2018,8,3,"2018-08-26","2018-09-15","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",9.45,20,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4.68967990912151e-05,290.328985596211,27.3489730834896,0.395584360082474,0,1,6,7,10,14,22,27,31,41,179.092545655447,165.31263445921,66.0513238130546,1801.93792862657,41.4858887348248,-82.1980562247411,36.0001147101209
"2693",2693,2693,2693,2693,2693,"d47093",2693,"Camera Trapper","North Carolina's Candid Critters Project","Cherokee County","","Potts_B_Cherokee21","Researcher","d47093s1","13:55:00","13:55:56","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-18 13:55:00","2018-09-18 13:55:56","2018-09-18","2018-09-18",261,2018,9,3,"2018-09-18","2018-10-07","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",15,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76649673452375e-05,290.741044845162,31.6858638106139,0.395444921463579,1,4,6,13,18,27,37,46,52,59,85.8657619698816,141.285264679112,2899.17399385251,168.213570361211,43.5045192320778,-84.0399784653832,35.1485395608814
"2694",2694,2694,2694,2694,2694,"d47095",2694,"Camera Trapper","North Carolina's Candid Critters Project","Moore County","","Prinz_M_Moore8","Researcher","d47095s1","09:10:45","09:10:49","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-08-31 09:10:45","2018-08-31 09:10:49","2018-08-31","2018-08-31",243,2018,8,3,"2018-08-31","2018-09-23","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",10.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5.58529700285898e-05,290.644264374024,37.2340477729913,0.383980390455729,3,19,37,71,108,149,206,266,346,425,44.5672031290253,739.343610123179,264.734757339996,81.7224678909142,23.9477630454955,-79.3853323595683,35.1643578732665
"2695",2695,2695,2695,2695,2695,"d47096",2695,"Camera Trapper","North Carolina's Candid Critters Project","Moore County","","Prinz_M_Moore9","Researcher","d47096s1","10:40:39","10:40:43","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-23 10:40:39","2018-09-23 10:40:43","2018-09-23","2018-09-23",266,2018,9,3,"2018-09-23","2018-10-13","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,2.07064989867037e-05,291.776060688505,24.6477014177168,0.349291005698525,7,18,38,70,109,147,199,251,301,354,35.2671752890203,620.893214667372,726.744384223704,81.7224678909142,0.452011315504148,-79.3854321951417,35.1627579385499
"2696",2696,2696,2696,2696,2696,"d47128",2696,"Urocyon cinereoargenteus","North Carolina's Candid Critters Project","Burke County","","Bare_T_Burke16","Researcher","d47128s17","01:33:50","01:33:52","Grey Fox","Unknown","Unknown","N",1,FALSE,"2018-08-11 23:05:47","2018-08-08 01:33:52","2018-08-08","2018-08-08",220,2018,8,3,"2018-07-26","2018-08-12","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",15.24,17,41778,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,3.99650718234775e-05,293.429336590288,36.2602673053305,0.368020573993935,3,16,46,95,144,207,276,357,428,499,56.5456023307156,125.824879527173,1778.54539827404,677.177283897263,18.8705628059262,-81.5204201146032,35.7417611875112
"2697",2697,2697,2697,2697,2697,"d47129",2697,"Camera Trapper","North Carolina's Candid Critters Project","Burke County","","Bare_T_Burke17","Researcher","d47129s92","10:03:14","10:03:21","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-08-27 04:37:26","2018-08-29 10:03:21","2018-08-29","2018-08-29",241,2018,8,3,"2018-07-22","2018-08-29","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",12.2,38,28694,38,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,24,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,45,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,6.36410912621858e-05,291.726064648063,30.6040192798838,0.38986490159227,1,7,25,60,104,147,202,246,289,348,94.4005735558117,17.492901180206,980.782360402941,2120.75587316791,132.128092305273,-81.5060312264157,35.7403921921152
"2698",2698,2698,2698,2698,2698,"d47130",2698,"Felis catus","North Carolina's Candid Critters Project","Watauga County","","Veilleux_D_Watauga2","Researcher","d47130s21","16:37:09","16:37:11","Domestic Cat","Unknown","Unknown","N",1,FALSE,"2018-09-06 08:01:40","2018-09-09 16:37:11","2018-09-09","2018-09-09",252,2018,9,3,"2018-08-27","2018-09-13","Open","","NULL","Took out 1 day early due to severe rain forcast. Altitude 3646'","No Bait","NULL","no bait","no trails","Not Entered","",11,17,18708,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1.03812109055593e-05,289.711190465447,22.7574920936673,0.3977263051002,0,1,3,15,34,65,103,126,148,188,191.750662120829,328.222658439008,2234.06529990644,91.5647662565793,149.628326247672,-81.7537597133672,36.2441523858727
"2699",2699,2699,2699,2699,2699,"d47131",2699,"Camera Trapper","North Carolina's Candid Critters Project","Orange County","","Morris_D_Orange18","Researcher","d47131s1","14:12:32","14:13:01","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-24 14:12:32","2018-09-24 14:13:01","2018-09-24","2018-09-24",267,2018,9,3,"2018-09-24","2018-10-22","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.13274705770542e-05,290.529354694781,22.1619082945351,0.372953519268546,3,10,13,25,32,39,43,46,57,70,19.3008969377094,415.071795023813,264.731214448995,292.957978765696,53.6708324141643,-79.1393854374375,35.9968177669329
"2700",2700,2700,2700,2700,2700,"d47132",2700,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","","McAdams_C_Chatham17","Researcher","d47132s1","14:26:37","14:26:49","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-24 14:26:37","2018-09-24 14:26:49","2018-09-24","2018-09-24",267,2018,9,3,"2018-09-24","2018-10-15","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",4.87,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,3.18112535042571e-05,291.81815063379,19.2190638816854,0.373494971426556,4,12,22,30,39,53,71,99,131,167,24.4241660526903,212.392745500204,1499.54885375948,1440.86839897774,41.711217026696,-79.1932820137212,35.7100965101874
"2701",2701,2701,2701,2701,2701,"d47136",2701,"Sciurus carolinensis","North Carolina's Candid Critters Project","Chatham County","","Wechsler_D_Chatham6","Researcher","d47136s31","08:31:12","08:31:15","Eastern Gray Squirrel","Unknown","Unknown","N",1,FALSE,"2018-10-14 00:46:07","2018-10-14 08:31:15","2018-10-14","2018-10-14",287,2018,10,4,"2018-09-17","2018-10-14","Yard","","NULL","Sorry there are so many people in the pictures. I had no idea my neighbors who hosted this deployment on their land would walk in front of it so often.","No Bait","NULL","no bait","no trails","Not Entered","",8.53,27,24514,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3.09306991284539e-05,290.001323278502,38.5095911969264,0.389812649372145,0,0,0,1,1,3,4,4,7,11,307.189815600104,161.62103762699,2278.64703296694,544.354711175175,56.3813743336385,-79.2113798033091,35.8019113152709
"2702",2702,2702,2702,2702,2702,"d47139",2702,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","","JordanLakeSRA_Trail_19","Researcher","d47139s1","12:31:22","12:34:30","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-10-03 12:31:22","2018-10-03 12:34:30","2018-10-03","2018-10-03",276,2018,10,4,"2018-10-03","2018-10-25","","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",5,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3.14300132810901e-05,292.687148046778,33.8447727578338,0.379036873045611,1,2,2,5,5,5,6,6,6,8,22.862193681842,309.957191612404,845.5268398048,135.799954830464,2.99983703532996,-79.0237656473166,35.7095378852249
"2703",2703,2703,2703,2703,2703,"d47140",2703,"Camera Trapper","North Carolina's Candid Critters Project","Durham County","","EnoRiverSP_Trail_34","Researcher","d47140s1","12:09:11","12:09:13","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-20 12:09:11","2018-09-20 12:09:13","2018-09-20","2018-09-20",263,2018,9,3,"2018-09-20","2018-10-09","","","NULL","Camera near animal trails, facing toward Pea Creek, pointing SouthWest.","No Bait","NULL","no bait","no trails","Not Entered","",12,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,4.46237779852308e-05,291.503721686717,36.5001832862286,0.414509258522734,0,0,7,13,21,38,44,58,77,117,202.482501049775,230.212373484782,793.436513259424,173.372023567369,220.000989182958,-78.9827144403087,36.0585657135714
"2704",2704,2704,2704,2704,2704,"d47146",2704,"Ursus americanus","North Carolina's Candid Critters Project","Madison County","","McDonald_B_Madison1","Researcher","d47146s21","19:55:50","19:56:04","American Black Bear","Unknown","Unknown","N",1,FALSE,"2018-09-27 20:30:02","2018-09-28 19:56:04","2018-09-28","2018-09-28",271,2018,9,3,"2018-09-21","2018-10-20","","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,29,7987,7,0,0,1,0,0,0,3,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,3,2,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3.28647305600912e-05,289.422500094552,24.4283002095013,0.389683909201949,0,0,0,0,0,0,0,0,0,0,1719.4435643135,779.541069439214,1389.73029697661,871.443848350281,802.239701067503,-82.9696966230338,35.7890249368729
"2705",2705,2705,2705,2705,2705,"d47152",2705,"Corvus brachyrhynchos","North Carolina's Candid Critters Project","Haywood County","","McDonald_B_Haywood3","Researcher","d47152s16","09:53:41","09:53:46","American Crow","Unknown","Unknown","N",2,FALSE,"2018-09-28 15:34:03","2018-10-18 09:53:46","2018-10-18","2018-10-18",291,2018,10,4,"2018-09-21","2018-10-21","","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,30,329497,27,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5.14034828471496e-05,290.046657942531,37.5626276980543,0.387338424528024,0,0,0,0,0,0,0,1,2,3,790.732757627549,183.004667740587,2026.07530428085,871.443848350281,266.709470096894,-82.9606057960444,35.7720363587926
"2706",2706,2706,2706,2706,2706,"d47187",2706,"Camera Trapper","North Carolina's Candid Critters Project","Randolph County","","LaLiberte_R_Randolph10","Researcher","d47187s1","19:25:27","19:25:47","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-13 19:25:27","2018-09-13 19:25:47","2018-09-13","2018-09-13",256,2018,9,3,"2018-09-13","2018-10-07","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5.96471017736286e-06,291.148721246604,10.9090892455165,0.378691849358712,0,1,1,3,7,16,27,38,47,60,186.601777631883,247.314532333245,94.9426525896347,175.03529449569,556.425272382147,-79.775644001421,35.6053723238661
"2707",2707,2707,2707,2707,2707,"d47189",2707,"Bicycle","North Carolina's Candid Critters Project","Iredell County","","Martin_D_Iredell4","Researcher","d47189s50","18:57:05","18:57:10","Bicycle","Unknown","Unknown","N",2,FALSE,"2018-10-12 09:56:18","2018-10-02 18:57:10","2018-10-02","2018-10-02",275,2018,10,4,"2018-09-21","2018-10-12","Large Forest","","NULL","Lake Norman State Park","No Bait","NULL","no bait","no trails","Not Entered","",6,21,91765,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2.41395782455969e-05,292.087656229273,24.0403121446068,0.391654084907306,3,16,39,65,92,117,130,141,162,189,57.3333058276628,586.249628376369,314.735980180519,330.286916761669,142.431437349316,-80.9600506287342,35.6641715032996
"2708",2708,2708,2708,2708,2708,"d47200",2708,"Camera Trapper","North Carolina's Candid Critters Project","Orange County","","Ratcliff_R_Orange1","Researcher","d47200s1","16:03:33","16:03:47","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-21 16:03:33","2018-09-21 16:03:47","2018-09-21","2018-09-21",264,2018,9,3,"2018-09-21","2018-10-06","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",14.63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,4.62426602241841e-05,288.509371967463,27.143549479243,0.398954394444183,12,56,123,223,367,507,655,870,1115,1390,11.7170274008886,700.851743310173,1859.04984277765,550.62835504953,35.9902960460244,-79.0754024526962,35.9166755072773
